district,rating,variance,most_similar_ratings
AZ-03,Solid-D,1.3326446280991735,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
AZ-04,Solid-R,3.853305785123967,Likely-R,Solid-R,Likely-R,Solid-R,Solid-R,Lean-R,Solid-R,Likely-D,Likely-D,Solid-R,Solid-D,Solid-R,Solid-R,Likely-R,Likely-R,Lean-R,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-R
AZ-05,Solid-R,6.363636363636363,Solid-D,Solid-D,Likely-R,Toss-Up,Solid-D,Solid-D,Solid-R,Solid-R,Lean-R,Solid-D,Likely-R,Solid-R,Solid-R,Solid-D,Solid-R,Lean-D,Likely-R,Solid-D,Solid-D,Solid-R,Toss-Up,Toss-Up
AZ-06,Likely-R,6.035123966942149,Solid-D,Likely-R,Solid-D,Toss-Up,Solid-R,Likely-R,Solid-D,Solid-R,Toss-Up,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Lean-D,Likely-R,Likely-R,Solid-D,Solid-D,Solid-R,Lean-R
AZ-07,Solid-D,1.3326446280991735,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D
AZ-08,Likely-R,7.289256198347108,Solid-D,Solid-D,Toss-Up,Toss-Up,Likely-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Solid-D,Likely-R,Solid-D,Lean-D,Solid-R,Solid-R,Solid-D,Solid-D,Solid-R,Solid-R
AZ-09,Likely-D,4.454545454545454,Solid-D,Likely-D,Solid-D,Solid-D,Likely-R,Toss-Up,Lean-D,Toss-Up,Likely-D,Likely-R,Likely-D,Solid-D,Solid-R,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R
AR-01,Solid-R,4.446280991735537,Solid-R,Solid-R,Solid-R,Solid-R,Likely-R,Solid-R,Likely-R,Solid-D,Likely-D,Solid-R,Solid-R,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R,Solid-R
AR-02,Lean-R,6.140495867768595,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Solid-D,Toss-Up,Lean-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-D,Solid-R,Solid-D,Likely-R
AR-03,Solid-R,3.5888429752066116,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Lean-R,Solid-R,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Solid-R,Toss-Up,Solid-R
AR-04,Solid-R,4.446280991735537,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Likely-R,Solid-R,Solid-R,Likely-R,Solid-D,Likely-D,Solid-R,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R
CA-01,Solid-R,6.776859504132231,Solid-D,Likely-R,Solid-D,Lean-R,Likely-R,Solid-D,Solid-R,Solid-R,Likely-R,Solid-D,Solid-R,Likely-R,Solid-D,Likely-R,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Lean-R,Likely-R
CA-02,Solid-D,6.198347107438017,Likely-R,Likely-R,Likely-R,Solid-R,Solid-D,Solid-R,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-R,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-R,Toss-Up,Lean-D,Likely-R,Solid-D
CA-03,Solid-D,6.107438016528926,Lean-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Lean-D,Solid-D,Solid-R,Lean-D,Likely-R,Lean-R,Solid-D,Likely-R,Solid-D,Likely-D,Solid-D,Solid-D
CA-04,Likely-R,5.520661157024794,Solid-D,Likely-R,Solid-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-R,Lean-R,Likely-R,Solid-D,Solid-R,Solid-D,Solid-D,Likely-R,Toss-Up,Likely-R,Solid-D,Toss-Up,Lean-D
CA-05,Solid-D,4.266528925619834,Solid-D,Lean-D,Likely-D,Solid-R,Likely-D,Lean-R,Likely-R,Solid-D,Lean-R,Solid-D,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Lean-D,Likely-R,Solid-D
CA-06,Solid-D,2.522727272727273,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D
CA-07,Lean-D,4.264462809917355,Likely-D,Solid-D,Solid-D,Likely-R,Likely-D,Solid-R,Solid-D,Toss-Up,Solid-D,Likely-R,Likely-D,Likely-R,Solid-D,Likely-D,Solid-D,Solid-D,Lean-R,Toss-Up,Solid-D,Toss-Up,Solid-D,Lean-R
CA-08,Solid-R,7.264462809917355,Lean-D,Solid-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Likely-R,Solid-D,Lean-D,Lean-R,Solid-D,Solid-D,Solid-R,Solid-R,Solid-D,Solid-D
CA-09,Solid-D,5.24793388429752,Solid-D,Likely-R,Lean-R,Solid-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-R,Solid-R,Solid-D
CA-10,Toss-Up,8.043388429752065,Solid-R,Solid-R,Solid-D,Lean-D,Solid-R,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Likely-R,Solid-D,Solid-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-D,Solid-R,Solid-R
CA-11,Solid-D,4.398760330578512,Solid-D,Likely-R,Solid-D,Likely-R,Lean-R,Likely-R,Solid-D,Lean-D,Solid-D,Solid-D,Toss-Up,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-R,Solid-D,Likely-D,Solid-D
CA-12,Solid-D,3.5950413223140494,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Toss-Up,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Likely-R
CA-13,Solid-D,3.743801652892562,Solid-D,Toss-Up,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-D,Likely-R,Solid-D,Likely-R,Solid-D
CA-14,Solid-D,3.6301652892561984,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Lean-R,Solid-D,Lean-D,Likely-R,Solid-D,Solid-D
CA-15,Solid-D,4.016528925619834,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Likely-R,Solid-D,Lean-R,Solid-D,Solid-D,Solid-R,Solid-D
CA-16,Likely-D,2.2417355371900825,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-17,Solid-D,3.446280991735537,Solid-D,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Likely-R
CA-18,Solid-D,3.902892561983471,Toss-Up,Lean-D,Solid-D,Likely-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Toss-Up,Lean-D,Solid-D,Solid-R,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Toss-Up
CA-19,Solid-D,2.2314049586776856,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D,Solid-R,Solid-D,Toss-Up,Solid-D,Solid-D
CA-20,Solid-D,5.87603305785124,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Toss-Up,Lean-D,Solid-D,Lean-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D
CA-21,Lean-R,1.702479338842975,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Lean-R,Solid-D
CA-22,Likely-R,4.671487603305785,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Lean-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Lean-R,Lean-D,Solid-D
CA-23,Solid-R,7.56198347107438,Lean-D,Solid-R,Solid-D,Solid-R,Toss-Up,Solid-D,Likely-R,Solid-D,Lean-D,Solid-D,Solid-R,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-R,Solid-D,Solid-R,Solid-R
CA-24,Likely-D,4.787190082644628,Solid-R,Likely-D,Lean-R,Likely-R,Likely-R,Lean-D,Solid-D,Solid-D,Likely-D,Solid-D,Likely-R,Likely-D,Toss-Up,Solid-D,Lean-R,Solid-R,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-D,Lean-D
CA-25,Lean-D,4.481404958677686,Solid-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-26,Solid-D,4.793388429752065,Lean-D,Solid-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Likely-R,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Toss-Up,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D
CA-27,Solid-D,0.7438016528925621,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-28,Solid-D,4.316115702479339,Lean-D,Solid-D,Likely-D,Toss-Up,Solid-D,Likely-D,Likely-R,Solid-D,Likely-D,Solid-D,Solid-D,Likely-R,Solid-D,Likely-D,Solid-D,Toss-Up,Likely-R,Toss-Up,Solid-D,Solid-R,Lean-R,Likely-R
CA-29,Solid-D,0.04338842975206612,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-30,Solid-D,3.793388429752066,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Likely-R,Lean-D,Solid-D,Toss-Up,Toss-Up,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Likely-D,Solid-R,Likely-D
CA-31,Solid-D,2.2417355371900825,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Lean-R,Solid-D
CA-32,Solid-D,2.2417355371900825,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-33,Solid-D,3.2892561983471076,Solid-D,Lean-R,Solid-D,Solid-D,Likely-R,Toss-Up,Lean-D,Toss-Up,Solid-D,Lean-D,Solid-D,Lean-D,Solid-D,Toss-Up,Solid-D,Toss-Up,Solid-D,Solid-R,Lean-D,Solid-D,Toss-Up,Solid-D
CA-34,Solid-D,0,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-35,Solid-D,1.702479338842975,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Likely-R,Solid-D,Solid-D,Solid-D
CA-36,Solid-D,6.446280991735537,Solid-D,Solid-D,Solid-R,Lean-R,Lean-D,Solid-D,Solid-R,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Likely-R,Solid-R,Lean-D,Solid-R
CA-37,Solid-D,0.39049586776859496,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-38,Solid-D,2.471074380165289,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Likely-R,Solid-D
CA-39,Toss-Up,2.049586776859504,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Lean-D
CA-40,Solid-D,0.7210743801652892,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-41,Solid-D,1.3326446280991735,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D
CA-42,Solid-R,4.398760330578512,Lean-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Lean-D,Likely-R
CA-43,Solid-D,1.0351239669421486,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-44,Solid-D,0.7210743801652892,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D
CA-45,Toss-Up,4.679752066115702,Likely-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Toss-Up,Solid-D,Lean-D,Solid-D,Lean-D,Solid-D,Solid-D,Likely-R,Likely-R,Toss-Up,Solid-D,Solid-D,Toss-Up,Solid-R,Likely-R,Solid-D
CA-46,Solid-D,0.04338842975206612,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D
CA-47,Solid-D,1.0847107438016528,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R
CA-48,Toss-Up,4.4235537190082646,Solid-D,Solid-D,Lean-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Toss-Up,Likely-R,Solid-D,Toss-Up,Solid-D,Likely-R,Lean-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-R
CA-49,Lean-D,4.900826446280991,Toss-Up,Solid-R,Likely-R,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Lean-D,Toss-Up,Likely-R,Solid-D,Toss-Up,Solid-R,Likely-D,Solid-D,Solid-D,Solid-D
CA-50,Lean-R,6.231404958677686,Likely-D,Solid-R,Solid-D,Likely-R,Lean-D,Solid-R,Likely-D,Likely-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-R,Likely-R,Solid-D,Likely-R,Solid-D,Solid-R,Toss-Up
CA-51,Solid-D,2.6942148760330578,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Lean-R,Solid-D
CA-52,Solid-D,4.299586776859504,Likely-R,Lean-R,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Toss-Up,Solid-D,Solid-R,Lean-D,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Toss-Up
CA-53,Solid-D,3.68595041322314,Toss-Up,Solid-D,Solid-D,Solid-D,Lean-R,Toss-Up,Solid-D,Likely-R,Likely-R,Solid-D,Toss-Up,Solid-D,Likely-R,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CO-01,Solid-D,4.181818181818182,Likely-D,Likely-D,Solid-D,Solid-D,Likely-R,Lean-D,Toss-Up,Solid-D,Toss-Up,Toss-Up,Likely-D,Likely-D,Likely-R,Solid-D,Solid-R,Solid-D,Likely-R,Solid-D,Likely-R,Solid-D,Solid-D,Toss-Up
CO-02,Solid-D,5.545454545454546,Lean-D,Toss-Up,Likely-R,Toss-Up,Toss-Up,Toss-Up,Solid-D,Solid-R,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-R,Solid-D,Lean-R,Solid-D,Solid-D,Likely-R,Solid-R,Solid-R,Solid-R,Solid-D
CO-03,Likely-R,6.390495867768595,Solid-R,Likely-R,Solid-R,Solid-R,Solid-R,Toss-Up,Solid-D,Solid-R,Solid-D,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-R,Solid-R,Solid-R,Solid-R,Lean-R,Solid-R,Solid-D,Solid-D,Likely-R
CO-04,Solid-R,6.4235537190082646,Lean-D,Solid-D,Solid-R,Solid-R,Solid-D,Toss-Up,Likely-R,Solid-R,Solid-R,Lean-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-R,Likely-R,Likely-D,Solid-D,Solid-D,Solid-D
CO-05,Solid-R,6.7541322314049586,Solid-D,Solid-D,Lean-R,Likely-R,Toss-Up,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Likely-R,Toss-Up,Solid-D,Solid-D,Solid-R,Likely-R,Lean-D,Solid-D,Solid-D
CO-06,Toss-Up,5.264462809917355,Lean-D,Solid-D,Likely-R,Solid-R,Toss-Up,Solid-D,Solid-D,Likely-R,Likely-D,Solid-R,Lean-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Likely-D,Solid-R,Likely-R,Toss-Up,Solid-D,Solid-D
CO-07,Solid-D,6.357438016528926,Solid-R,Solid-D,Toss-Up,Solid-R,Solid-R,Solid-D,Solid-D,Solid-R,Toss-Up,Solid-R,Solid-D,Lean-D,Solid-D,Solid-D,Solid-R,Likely-R,Solid-R,Toss-Up,Solid-R,Lean-R,Toss-Up,Solid-D
CT-01,Solid-D,6.413223140495868,Solid-D,Lean-D,Solid-D,Solid-D,Toss-Up,Solid-D,Likely-D,Lean-R,Toss-Up,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Likely-D,Likely-D,Solid-R,Likely-D,Solid-R,Solid-D,Solid-D,Solid-R
CT-02,Solid-D,4.902892561983471,Likely-D,Likely-D,Likely-R,Solid-D,Lean-D,Solid-D,Lean-R,Toss-Up,Solid-R,Lean-R,Likely-D,Solid-R,Lean-R,Solid-R,Likely-R,Toss-Up,Solid-R,Likely-R,Solid-R,Solid-D,Solid-D,Toss-Up
CT-03,Solid-D,6.355371900826446,Solid-D,Solid-D,Solid-R,Solid-D,Solid-R,Solid-D,Likely-D,Solid-R,Solid-D,Solid-D,Toss-Up,Toss-Up,Solid-R,Lean-D,Solid-D,Solid-R,Solid-R,Lean-R,Toss-Up,Likely-R,Likely-D,Solid-R
CT-04,Solid-D,4.264462809917355,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Toss-Up,Likely-D,Lean-D,Solid-R,Solid-R,Toss-Up,Solid-D,Toss-Up,Likely-D,Likely-D,Solid-R,Lean-D,Solid-D,Toss-Up,Likely-R,Solid-D,Toss-Up
CT-05,Likely-D,6.537190082644628,Solid-D,Toss-Up,Solid-D,Likely-D,Solid-R,Solid-R,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-D,Lean-R,Solid-R,Solid-D,Toss-Up,Solid-R,Toss-Up,Solid-R,Solid-R,Solid-R,Solid-D,Solid-D
DE-00,Solid-D,7.514462809917355,Solid-D,Solid-R,Solid-D,Lean-R,Solid-R,Solid-D,Likely-R,Solid-R,Solid-D,Lean-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Lean-R,Solid-R,Solid-D,Solid-D,Solid-R
FL-01,Solid-R,6.605371900826446,Likely-R,Likely-R,Likely-R,Solid-R,Solid-D,Solid-D,Toss-Up,Solid-R,Solid-D,Solid-R,Solid-D,Solid-R,Lean-R,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Lean-R,Likely-R,Solid-R
FL-02,Solid-R,5.4235537190082646,Likely-D,Solid-R,Likely-D,Solid-R,Solid-R,Likely-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Lean-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R
FL-03,Solid-R,6.770661157024794,Lean-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-D,Lean-R,Solid-R,Solid-R,Solid-R,Toss-Up,Solid-R,Solid-R,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D
FL-04,Solid-R,6.5123966942148765,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-R,Solid-D,Solid-R,Solid-R,Solid-D,Lean-R,Likely-R,Solid-R,Solid-D,Solid-R,Lean-D,Solid-D,Likely-R,Toss-Up,Solid-D,Likely-R,Toss-Up
