district,rating,variance,most_similar_ratings
CA-04,Likely-R,5.322314049586777,Solid-D,Likely-R,Solid-D,Solid-D,Solid-R,Solid-R,Solid-D,Lean-R,Toss-Up,Toss-Up,Likely-R,Likely-R,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Lean-D,Toss-Up,Likely-D,Toss-Up
CA-05,Solid-D,4.8615702479338845,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Toss-Up,Likely-R,Lean-D,Solid-R,Likely-R,Solid-R,Lean-R,Likely-D,Likely-D,Solid-D,Lean-R,Solid-D,Likely-R
CA-06,Solid-D,3.9028925619834713,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-R,Lean-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Toss-Up,Solid-D,Likely-R
CA-07,Lean-D,3.0268595041322315,Likely-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Lean-R,Solid-D,Solid-D,Toss-Up,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D
CA-08,Solid-R,6.580578512396694,Solid-D,Solid-R,Solid-R,Toss-Up,Lean-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-R,Likely-R,Lean-R,Lean-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-D,Likely-R,Solid-R,Solid-R
CA-09,Solid-D,4.958677685950414,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-R,Toss-Up,Solid-D,Lean-D,Solid-D,Solid-R,Solid-D,Lean-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-10,Toss-Up,7.299586776859504,Solid-R,Solid-R,Likely-R,Solid-D,Solid-D,Solid-R,Solid-D,Solid-R,Lean-D,Solid-R,Lean-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Lean-D,Lean-D
CA-11,Solid-D,3.4297520661157024,Solid-D,Likely-R,Lean-D,Solid-D,Toss-Up,Solid-D,Solid-D,Likely-R,Likely-D,Solid-D,Lean-R,Solid-D,Likely-R,Toss-Up,Toss-Up,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D
CA-12,Solid-D,2.016528925619834,Solid-D,Toss-Up,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D
CA-13,Solid-D,3.1983471074380163,Solid-D,Likely-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Toss-Up,Solid-D,Lean-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Toss-Up,Solid-D
CA-14,Solid-D,2.016528925619834,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D
CA-15,Solid-D,2.770661157024793,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D,Likely-R
CA-16,Likely-D,2.2417355371900825,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-17,Solid-D,2.016528925619834,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Lean-D
CA-18,Solid-D,3.520661157024793,Toss-Up,Solid-D,Solid-D,Solid-D,Toss-Up,Lean-D,Likely-R,Solid-D,Solid-D,Likely-R,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Lean-D
CA-19,Solid-D,2.776859504132231,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D
CA-20,Solid-D,6.380165289256198,Likely-R,Toss-Up,Solid-R,Solid-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-R,Solid-D,Solid-R,Solid-D,Lean-D,Solid-D,Solid-D,Lean-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-R,Solid-D
CA-21,Lean-R,1.702479338842975,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-22,Likely-R,6.539256198347108,Solid-D,Solid-R,Toss-Up,Solid-R,Solid-R,Lean-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Lean-D,Lean-R,Solid-D,Solid-R,Lean-D,Solid-R,Solid-D
CA-23,Solid-R,6.8347107438016526,Solid-R,Toss-Up,Lean-D,Likely-R,Solid-D,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Lean-D,Solid-R,Solid-R,Solid-D,Solid-R,Lean-D,Solid-D,Solid-R,Lean-R,Solid-D,Solid-R
CA-24,Likely-D,5.537190082644628,Lean-R,Solid-R,Solid-D,Solid-D,Likely-D,Likely-R,Solid-R,Solid-D,Likely-D,Solid-D,Likely-R,Toss-Up,Likely-R,Solid-D,Solid-D,Lean-D,Toss-Up,Solid-R,Toss-Up,Solid-R,Solid-R,Lean-D
CA-25,Lean-D,5.861570247933884,Solid-R,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Likely-R,Solid-R,Solid-D,Solid-R,Toss-Up,Lean-R,Likely-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D
CA-26,Solid-D,5.861570247933884,Lean-D,Solid-R,Likely-D,Likely-R,Lean-R,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R
CA-27,Solid-D,1.958677685950413,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D
CA-28,Solid-D,2.8863636363636362,Solid-D,Lean-D,Likely-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Toss-Up,Likely-D,Toss-Up,Likely-R,Lean-D,Solid-D,Solid-D,Solid-D,Likely-D,Toss-Up,Lean-R
CA-29,Solid-D,2.6942148760330578,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Lean-R
CA-30,Solid-D,3.603305785123967,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Lean-D,Solid-D,Toss-Up,Toss-Up,Likely-D,Likely-R,Solid-D,Toss-Up,Solid-D,Lean-R,Lean-D,Solid-D,Likely-D,Solid-D,Lean-D,Solid-R,Toss-Up
CA-31,Solid-D,5.572314049586777,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Toss-Up,Lean-R,Solid-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-R,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-R
CA-32,Solid-D,1.3326446280991735,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Lean-R
CA-33,Solid-D,2.4318181818181817,Likely-R,Solid-D,Solid-D,Lean-D,Lean-R,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Toss-Up,Toss-Up,Lean-D,Lean-D,Solid-D,Toss-Up,Lean-D,Solid-D,Likely-D
CA-34,Solid-D,0.04338842975206612,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-35,Solid-D,2.6942148760330578,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R,Solid-D,Solid-D,Lean-R,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-36,Solid-D,6.87603305785124,Solid-R,Lean-R,Solid-D,Solid-R,Toss-Up,Solid-D,Solid-D,Solid-R,Likely-R,Solid-R,Solid-D,Solid-R,Solid-R,Lean-D,Lean-D,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D
CA-37,Solid-D,1.1508264462809918,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Toss-Up,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D
CA-38,Solid-D,1.96900826446281,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Lean-R,Toss-Up,Solid-D,Solid-D,Likely-R,Solid-D
CA-39,Toss-Up,1.787190082644628,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Toss-Up,Solid-D,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D
CA-40,Solid-D,2.2314049586776856,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Likely-R,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-41,Solid-D,3.809917355371901,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Likely-R,Lean-R,Solid-D,Solid-D
CA-42,Solid-R,4.671487603305785,Lean-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Solid-D,Likely-R,Solid-R,Solid-D,Lean-R,Likely-D,Solid-R,Toss-Up,Solid-D,Toss-Up,Lean-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-43,Solid-D,0.694214876033058,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D
CA-44,Solid-D,2.6942148760330578,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Lean-R,Lean-R,Solid-D,Solid-D
CA-45,Toss-Up,3.5805785123966944,Solid-D,Solid-D,Toss-Up,Solid-D,Likely-R,Likely-R,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-D,Solid-D,Lean-R,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D
CA-46,Solid-D,1.3326446280991735,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Lean-R
CA-47,Solid-D,3.2644628099173554,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Toss-Up,Solid-D,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Solid-R,Solid-D,Lean-D,Solid-D,Solid-D
CA-48,Toss-Up,3.4483471074380168,Lean-D,Solid-D,Solid-D,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-D,Lean-D,Lean-R,Solid-D,Solid-D,Solid-D
CA-49,Lean-D,5.845041322314049,Toss-Up,Solid-R,Likely-R,Solid-D,Solid-D,Solid-R,Solid-D,Solid-D,Likely-R,Solid-D,Likely-R,Solid-D,Toss-Up,Likely-D,Solid-D,Solid-D,Solid-D,Likely-D,Likely-D,Solid-R,Likely-R,Solid-D
CA-50,Lean-R,6.793388429752066,Likely-D,Solid-D,Solid-R,Solid-R,Solid-D,Solid-R,Likely-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D,Solid-D,Likely-D,Lean-D,Solid-D,Solid-R,Likely-R,Solid-R,Solid-D,Toss-Up
CA-51,Solid-D,2.6942148760330578,Solid-D,Likely-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Lean-R,Solid-D,Likely-R,Lean-R,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-52,Solid-D,3.5805785123966944,Toss-Up,Likely-R,Solid-D,Toss-Up,Solid-D,Solid-D,Lean-R,Solid-D,Lean-D,Solid-D,Solid-D,Lean-D,Solid-D,Likely-R,Likely-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D
CA-53,Solid-D,4.322314049586777,Toss-Up,Likely-R,Solid-D,Solid-D,Toss-Up,Likely-R,Lean-R,Solid-D,Solid-D,Lean-D,Lean-D,Likely-R,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Solid-D,Likely-D
CO-01,Solid-D,5.663223140495868,Likely-D,Likely-D,Likely-R,Solid-R,Toss-Up,Likely-R,Likely-D,Toss-Up,Toss-Up,Solid-R,Likely-R,Solid-R,Solid-D,Lean-R,Solid-D,Solid-D,Solid-D,Lean-D,Solid-D,Solid-R,Solid-D,Solid-R
CO-02,Solid-D,5.545454545454546,Likely-R,Lean-D,Toss-Up,Solid-R,Toss-Up,Likely-R,Toss-Up,Toss-Up,Toss-Up,Solid-D,Lean-R,Solid-D,Solid-R,Likely-R,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Solid-D
CO-03,Likely-R,6.043388429752066,Solid-R,Solid-D,Solid-D,Solid-R,Likely-R,Solid-R,Solid-D,Likely-R,Likely-R,Solid-R,Solid-D,Likely-D,Lean-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Lean-R,Solid-R,Solid-R,Toss-Up
CO-04,Solid-R,6.8347107438016526,Solid-R,Solid-D,Likely-R,Lean-R,Solid-R,Solid-R,Solid-R,Solid-D,Likely-R,Likely-D,Solid-R,Lean-R,Likely-D,Solid-D,Likely-R,Solid-D,Likely-R,Solid-D,Solid-R,Solid-R,Solid-D,Solid-D
CO-05,Solid-R,6.721074380165289,Lean-R,Toss-Up,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Likely-R,Likely-R,Lean-R,Solid-D,Solid-D,Solid-D,Solid-R,Toss-Up,Likely-R,Solid-D,Solid-D,Solid-R,Solid-D
CO-06,Toss-Up,6.702479338842975,Solid-R,Lean-D,Likely-R,Likely-D,Likely-R,Solid-D,Solid-D,Toss-Up,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-R,Likely-D,Solid-D,Toss-Up
CO-07,Solid-D,6.628099173553719,Solid-R,Solid-R,Lean-R,Solid-R,Solid-R,Solid-R,Likely-D,Likely-R,Likely-R,Solid-D,Solid-D,Likely-D,Solid-D,Solid-R,Toss-Up,Solid-D,Likely-D,Solid-D,Likely-D,Solid-R,Solid-D,Likely-D
CT-01,Solid-D,6.25,Solid-D,Solid-D,Toss-Up,Solid-R,Solid-D,Solid-R,Likely-D,Lean-D,Toss-Up,Solid-R,Solid-D,Solid-D,Solid-R,Likely-D,Solid-R,Solid-D,Solid-R,Solid-D,Likely-R,Solid-D,Likely-D,Toss-Up
CT-02,Solid-D,4.134297520661157,Likely-D,Likely-D,Solid-D,Likely-R,Lean-D,Solid-D,Lean-R,Lean-R,Likely-D,Solid-R,Lean-R,Solid-R,Toss-Up,Solid-D,Likely-R,Toss-Up,Likely-D,Toss-Up,Likely-R,Lean-D,Solid-R,Likely-R
CT-03,Solid-D,6.900826446280991,Solid-D,Solid-D,Solid-R,Solid-D,Likely-D,Solid-D,Solid-R,Solid-R,Toss-Up,Likely-D,Solid-R,Toss-Up,Lean-D,Solid-R,Solid-D,Solid-R,Solid-R,Solid-D,Solid-R,Likely-R,Likely-R,Solid-D
CT-04,Solid-D,6.198347107438017,Solid-D,Toss-Up,Solid-R,Solid-D,Solid-D,Solid-R,Solid-D,Likely-D,Solid-D,Lean-D,Likely-D,Likely-R,Solid-R,Toss-Up,Solid-R,Solid-D,Likely-D,Solid-D,Solid-R,Solid-R,Likely-R,Toss-Up
CT-05,Likely-D,6.694214876033058,Likely-D,Toss-Up,Solid-D,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Solid-R,Likely-R,Lean-R,Likely-R,Solid-D,Likely-R,Solid-D,Lean-R,Solid-D,Solid-R,Likely-R,Solid-D,Solid-R,Solid-R
DE-00,Solid-D,7.398760330578512,Solid-D,Lean-R,Solid-R,Lean-D,Solid-R,Solid-D,Solid-R,Solid-R,Toss-Up,Solid-D,Solid-R,Solid-D,Lean-R,Solid-R,Solid-D,Solid-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-D
FL-01,Solid-R,6.016528925619834,Likely-R,Solid-R,Solid-R,Solid-D,Lean-R,Solid-D,Likely-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-R,Likely-R,Lean-R,Solid-R,Solid-R,Solid-D,Solid-D,Toss-Up,Likely-R,Toss-Up,Solid-R
FL-02,Solid-R,5.231404958677686,Solid-R,Likely-D,Solid-R,Solid-R,Likely-D,Solid-R,Solid-R,Solid-D,Solid-R,Lean-R,Solid-R,Likely-R,Solid-R,Solid-R,Solid-D,Solid-R,Solid-R,Likely-R,Solid-D,Likely-R,Solid-R,Toss-Up
FL-03,Solid-R,5.539256198347108,Solid-R,Solid-R,Solid-D,Solid-R,Lean-R,Lean-R,Solid-R,Solid-D,Solid-R,Solid-D,Solid-R,Solid-R,Toss-Up,Solid-D,Lean-R,Solid-R,Solid-R,Solid-R,Likely-D,Solid-R,Likely-R,Solid-R
FL-04,Solid-R,6.59504132231405,Solid-D,Solid-R,Lean-R,Solid-D,Toss-Up,Solid-D,Solid-D,Toss-Up,Solid-R,Solid-R,Solid-D,Solid-D,Solid-D,Solid-D,Likely-R,Solid-R,Toss-Up,Likely-R,Likely-R,Solid-D,Solid-D,Solid-R
